DoB,UID,address,ethnic_group,gender,join_date
1981-10-01,92885494843156,M40 7,B,M,2005-05-08
1948-09-13,27169705284807,M4 1,A,M,1998-08-26
1974-11-26,55593822232793,M25 3,B,F,2013-03-15
1954-02-28,77864017037024,M7 4,F,F,1967-04-09
1950-06-16,40699100918798,M27 8,B,F,1963-12-19
2007-02-23,43039466078784,M8 5,A,M,2015-03-31
1969-11-27,41702461201653,M9 0,D,M,1987-08-10
1937-12-23,56694996178387,M35 0,B,F,1938-09-29
1992-05-20,44829099524179,M18 7,F,F,2013-02-11
1995-06-08,4754307430470,M25 1,C,F,2004-10-14
2003-03-30,26917315389240,M8 5,X,M,2016-03-18
1966-11-10,20848257364506,M33 5,A,M,1988-11-07
1969-06-27,22501109114417,M23 9,B,M,2004-07-12
1995-03-29,80450631219482,M3 6,B,M,2011-08-02
1975-06-28,66349777674833,M15 5,B,F,2012-10-16
2001-10-12,34475548249322,M35 0,A,M,2008-02-10
1946-11-27,48038944100901,M43 7,A,M,1993-02-14
1985-03-13,58655370954313,M28 2,B,M,2013-02-01
1968-04-04,68504820973609,M7 2,B,F,1977-04-23
1972-05-14,10918774054055,M6 5,C,F,2012-08-15
1975-07-05,54569540457062,M25 3,C,M,2012-12-19
1957-03-01,77912675056520,M33 5,A,F,2004-11-05
1951-03-19,23253963036898,M40 7,F,F,1993-11-09
1951-12-16,83498068952707,M8 5,X,M,1954-03-22
1959-10-06,19406211729781,M8 5,A,M,1984-12-25
2003-01-11,65962193852207,M22 5,F,F,2005-04-11
1938-10-21,40618405720195,M40 7,B,M,1979-04-02
1979-08-10,59650050883152,M33 6,B,F,2002-09-22
1980-09-21,51557259651038,M12 5,F,M,1988-06-04
1980-12-05,37440464758934,M60 1,C,F,2012-06-01
1933-04-11,65968693444803,M27 0,F,M,1992-10-31
1951-04-16,72975038345296,M8 9,X,F,1988-02-07
1946-10-13,38145900947511,M44 6,B,M,1998-12-30
1958-05-14,28390861146154,M40 2,F,M,1974-02-06
1982-02-08,44909128896301,M24 1,C,F,1983-02-12
2007-07-02,262935901259,M33 6,A,M,2011-05-11
1991-12-22,31056793541810,M60 1,X,F,2008-09-09
1973-12-27,27360366291072,M2 2,F,M,1988-01-31
1946-12-14,22810868507067,M9 4,D,M,1960-08-28
1969-06-17,75251222966728,M15 5,A,F,1987-05-19
1935-09-13,83509717349902,M6 7,X,F,1971-07-02
1978-10-29,31403419157791,M9 4,D,M,2017-11-19
1982-04-26,77882310411906,M15 5,X,M,1986-04-08
2007-01-11,46779564121198,M33 5,A,F,2016-04-01
1984-05-15,16206132845748,M4 1,X,M,2007-04-09
1966-04-17,69619450697070,M40 1,D,M,1981-02-28
1946-06-18,9788288155501,M41 7,X,M,1983-08-10
1981-01-10,69908415963125,M25 9,X,M,2003-10-26
2004-11-30,11989193972839,M46 0,F,M,2014-09-23
2006-10-13,47520607572596,M34 5,B,M,2008-04-23
1980-09-02,69017964732986,M15 5,A,F,1992-06-04
1939-05-09,20338592665264,M7 4,D,F,1998-03-31
1948-01-26,10306477047496,M3 3,B,M,1986-03-17
1937-09-01,96149819841479,M23 9,D,F,1948-07-02
1936-11-01,3569021754,M7 2,F,M,1964-07-26
1948-07-17,8737623286232,M18 8,X,M,1991-08-16
1959-06-12,93103489926527,M43 7,B,M,1965-10-10
1940-12-09,95089453764685,M45 8,D,F,1959-07-06
1949-11-16,36649417746222,M2 2,D,M,1991-05-16
1939-05-19,26186244826686,M8 9,F,F,1952-09-01
1943-11-22,40702137839334,M2 2,X,M,1972-01-11
2001-09-03,16375221944829,M40 1,C,F,2007-05-11
1999-12-18,64804531404629,M33 5,B,F,2012-03-22
1939-10-13,41384919798341,M22 5,B,M,1993-08-30
1997-06-08,51231531015375,M29 8,F,M,2004-05-22
2002-10-10,15790242572187,M9 4,D,F,2015-01-21
1990-10-28,24787894215635,M90 5,B,M,2004-03-02
1995-04-30,20851260855695,M20 1,D,M,2009-10-13
1981-09-15,10534157153291,M33 5,D,F,2006-05-25
2001-12-17,51863949386629,M24 2,F,M,2007-08-08
1985-09-10,10596736866201,M12 5,X,M,2010-10-15
1949-07-01,40240324395180,M38 0,A,M,1979-06-26
1976-10-31,51044961782788,M40 8,F,F,1995-02-26
1953-07-10,78284659244567,M38 0,B,F,2004-03-02
1950-10-15,85322850869593,M34 6,B,M,2008-01-16
1982-07-14,57933454209917,M20 4,X,F,1991-09-25
1980-01-25,59389659944488,M35 0,C,M,1993-08-16
1947-05-12,55423153804875,M46 0,D,F,2011-09-08
1957-12-02,52026492403462,M60 1,F,M,2006-10-03
1933-04-05,3509729802089,M27 0,A,M,1948-10-13
1938-12-02,10033175168402,M7 4,B,F,1965-09-03
1953-02-25,7470771136683,M5 4,D,F,1999-02-08
1986-07-18,59331487899011,M40 1,B,F,2015-06-21
1941-01-14,48865861684802,M28 3,D,M,1944-01-11
2002-08-28,98579194709297,M22 5,D,F,2009-02-06
2003-02-13,14524893983173,M28 1,F,M,2005-05-27
1986-02-13,48709875890990,M30 0,D,F,1989-08-05
1951-10-31,63259393452725,M30 0,F,F,2008-07-02
1950-03-27,39290289998695,M33 5,X,F,1968-11-05
1996-05-13,4814603672132,M40 8,X,M,1999-11-29
